1.447913832,74,1.520816326,0.351562,D5 - vel 45
1.520816326,46,0.780204081,0.46875,A#2 - vel 60
1.796870748,58,0.430204081,0.46875,A#3 - vel 60
2.058321995,62,0.290634920,0.46875,D4 - vel 60
2.058321995,65,0.290634920,0.46875,F4 - vel 60
2.266666666,58,0.387482993,0.46875,A#3 - vel 60
2.521859410,62,0.318752834,0.46875,D4 - vel 60
2.521859410,65,0.318752834,0.46875,F4 - vel 60
2.754149659,58,0.331247165,0.46875,A#3 - vel 60
2.973945578,77,0.510408163,0.351562,F5 - vel 45
3.021859410,53,0.842721088,0.46875,F3 - vel 60
3.273945578,57,0.366666666,0.46875,A3 - vel 60
3.458321995,75,0.526031746,0.429688,D#5 - vel 55
3.540612244,65,0.328117913,0.46875,F4 - vel 60
3.540612244,60,0.328117913,0.46875,C4 - vel 60
3.747913832,57,0.389569160,0.46875,A3 - vel 60
3.963537414,72,0.505192743,0.5,C5 - vel 64
3.979160997,60,0.343741496,0.46875,C4 - vel 60
3.979160997,65,0.343741496,0.46875,F4 - vel 60
4.226031746,57,0.230204081,0.46875,A3 - vel 60
4.463537414,70,0.505192743,0.570312,A#4 - vel 73
4.487482993,50,0.638548752,0.46875,D3 - vel 60
4.710408163,58,0.388548752,0.46875,A#3 - vel 60
4.952063492,62,0.342721088,0.46875,D4 - vel 60
4.952063492,65,0.342721088,0.46875,F4 - vel 60
4.979160997,70,0.510408163,0.570312,A#4 - vel 73
5.192698412,58,0.441655328,0.46875,A#3 - vel 60
5.470816326,65,0.319795918,0.46875,F4 - vel 60
5.470816326,62,0.319795918,0.46875,D4 - vel 60
5.500000000,70,0.421859410,0.46875,A#4 - vel 60
5.706235827,58,0.240634920,0.46875,A#3 - vel 60
5.964580498,45,0.691655328,0.46875,A2 - vel 60
5.973945578,71,0.255215419,0.46875,B4 - vel 60
6.203106575,60,0.345850340,0.46875,C4 - vel 60
6.223945578,72,0.234376417,0.476562,C5 - vel 61
6.446870748,65,0.360408163,0.46875,F4 - vel 60
6.446870748,63,0.360408163,0.46875,D#4 - vel 60
6.463537414,72,0.473945578,0.484375,C5 - vel 62
6.695827664,60,0.358321995,0.46875,C4 - vel 60
6.939569160,63,0.356258503,0.46875,D#4 - vel 60
6.939569160,65,0.356258503,0.46875,F4 - vel 60
6.947913832,72,0.473945578,0.5,C5 - vel 64
7.186439909,60,0.270839002,0.46875,C4 - vel 60
7.442698412,73,0.281247165,0.5,C#5 - vel 64
7.473945578,46,0.690634920,0.46875,A#2 - vel 60
7.703106575,58,0.409387755,0.46875,A#3 - vel 60
7.708321995,74,0.260408163,0.507812,D5 - vel 65
7.972902494,65,0.326054421,0.46875,F4 - vel 60
7.972902494,62,0.326054421,0.46875,D4 - vel 60
7.973945578,74,0.473968253,0.515625,D5 - vel 66
8.189569160,58,0.377097505,0.46875,A#3 - vel 60
8.453106575,74,0.494807256,0.539062,D5 - vel 69
8.466666666,65,0.288526077,0.46875,F4 - vel 60
8.466666666,62,0.288526077,0.46875,D4 - vel 60
8.716666666,58,0.263537414,0.46875,A#3 - vel 60
8.984353741,77,0.302086167,0.570312,F5 - vel 73
8.988526077,41,0.820839002,0.46875,F2 - vel 60
9.215623582,57,0.395827664,0.46875,A3 - vel 60
9.260408163,75,0.354172335,0.46875,D#5 - vel 60
9.493741496,63,0.235419501,0.46875,D#4 - vel 60
9.496870748,60,0.297913832,0.46875,C4 - vel 60
9.496870748,65,0.297913832,0.46875,F4 - vel 60
9.714580498,57,0.393741496,0.46875,A3 - vel 60
9.727074829,60,0.278117913,0.46875,C4 - vel 60
9.981247165,65,0.333333333,0.46875,F4 - vel 60
9.981247165,60,0.333333333,0.46875,C4 - vel 60
9.990612244,63,0.243741496,0.46875,D#4 - vel 60
10.184353741,57,0.262517006,0.46875,A3 - vel 60
10.235396825,60,0.223968253,0.46875,C4 - vel 60
10.458321995,77,0.791678004,0.46875,F5 - vel 60
10.474988662,46,0.758344671,0.46875,A#2 - vel 60
10.481247165,65,0.798956916,0.46875,F4 - vel 60
10.710408163,58,0.416666666,0.46875,A#3 - vel 60
10.971859410,62,0.308344671,0.46875,D4 - vel 60
10.971859410,65,0.808344671,0.46875,F4 - vel 60
11.203106575,58,0.367709750,0.46875,A#3 - vel 60
11.218730158,79,0.265623582,0.46875,G5 - vel 60
11.458321995,81,0.291678004,0.46875,A5 - vel 60
11.473945578,62,0.306258503,0.46875,D4 - vel 60
11.473945578,65,1.315623582,0.46875,F4 - vel 60
11.708321995,58,0.346870748,0.46875,A#3 - vel 60
11.718730158,82,0.260430839,0.46875,A#5 - vel 60
11.979160997,82,0.291655328,0.46875,A#5 - vel 60
11.987482993,51,0.739591836,0.46875,D#3 - vel 60
12.202063492,57,0.389591836,0.46875,A3 - vel 60
12.234353741,81,0.265646258,0.46875,A5 - vel 60
12.460408163,65,0.812494331,0.46875,F4 - vel 60
12.460408163,60,0.329160997,0.46875,C4 - vel 60
12.479160997,79,0.244784580,0.46875,G5 - vel 60
12.698956916,57,0.386439909,0.46875,A3 - vel 60
12.708321995,77,0.276031746,0.46875,F5 - vel 60
12.965623582,65,0.489569160,0.46875,F4 - vel 60
12.968730158,75,0.281269841,0.46875,D#5 - vel 60
12.983333333,60,0.339569160,0.46875,C4 - vel 60
13.197913832,57,0.266666666,0.46875,A3 - vel 60
13.213537414,72,0.229160997,0.46875,C5 - vel 60
13.461451247,65,0.826031746,0.351562,F4 - vel 45
13.463537414,69,0.213537414,0.46875,A4 - vel 60
13.467687074,50,0.720839002,0.46875,D3 - vel 60
13.692698412,70,0.234376417,0.46875,A#4 - vel 60
13.700000000,58,0.393741496,0.46875,A#3 - vel 60
13.932290249,70,0.468730158,0.46875,A#4 - vel 60
13.978117913,65,0.817709750,0.46875,F4 - vel 60
13.978117913,62,0.309365079,0.46875,D4 - vel 60
14.203106575,58,0.441678004,0.46875,A#3 - vel 60
14.411451247,70,0.453129251,0.476562,A#4 - vel 61
14.483333333,65,1.220816326,0.46875,F4 - vel 60
14.483333333,62,0.312494331,0.46875,D4 - vel 60
14.723945578,58,0.232290249,0.46875,A#3 - vel 60
14.869773242,71,0.281247165,0.492188,B4 - vel 63
14.970816326,45,0.664580498,0.46875,A2 - vel 60
15.151020408,72,0.255215419,0.5,C5 - vel 64
15.194784580,60,0.331247165,0.46875,C4 - vel 60
15.416666666,72,0.479160997,0.5,C5 - vel 64
15.441655328,65,0.811451247,0.46875,F4 - vel 60
15.451020408,63,0.289591836,0.46875,D#4 - vel 60
15.687482993,60,0.333333333,0.46875,C4 - vel 60
15.906235827,72,0.505215419,0.507812,C5 - vel 65
15.937482993,65,0.597913832,0.46875,F4 - vel 60
15.941655328,63,0.359365079,0.46875,D#4 - vel 60
16.176031746,60,0.223968253,0.46875,C4 - vel 60
16.416666666,73,0.281247165,0.523438,C#5 - vel 67
16.428117913,46,0.739569160,0.46875,A#2 - vel 60
16.538526077,65,0.677097505,0.351562,F4 - vel 45
16.671859410,58,0.336462585,0.46875,A#3 - vel 60
16.703106575,74,0.239591836,0.53125,D5 - vel 68
16.944784580,65,0.779160997,0.46875,F4 - vel 60
16.944784580,62,0.270839002,0.46875,D4 - vel 60
16.947913832,74,0.463537414,0.539062,D5 - vel 69
17.185396825,58,0.326054421,0.46875,A#3 - vel 60
17.427074829,74,0.520839002,0.554688,D5 - vel 71
17.455192743,65,1.057301587,0.46875,F4 - vel 60
17.455192743,62,0.268752834,0.46875,D4 - vel 60
17.672902494,58,0.253129251,0.46875,A#3 - vel 60
17.966666666,53,0.936439909,0.46875,F3 - vel 60
17.973945578,77,0.270839002,0.570312,F5 - vel 73
18.195827664,57,0.380204081,0.46875,A3 - vel 60
18.223945578,75,0.328117913,0.46875,D#5 - vel 60
18.451020408,60,0.368752834,0.46875,C4 - vel 60
18.451020408,65,0.368752834,0.46875,F4 - vel 60
18.553106575,63,0.212517006,0.570312,D#4 - vel 73
18.663537414,57,0.396870748,0.46875,A3 - vel 60
18.761451247,60,0.244784580,0.570312,C4 - vel 73
18.927074829,51,0.518752834,0.46875,D#3 - vel 60
18.930204081,60,0.357278911,0.46875,C4 - vel 60
18.930204081,65,0.357278911,0.46875,F4 - vel 60
18.996870748,63,0.226031746,0.53125,D#4 - vel 68
19.153106575,57,0.259387755,0.46875,A3 - vel 60
19.222902494,60,0.272925170,0.5,C4 - vel 64
19.429160997,50,1.266666666,0.46875,D3 - vel 60
19.473945578,77,1.302086167,0.46875,F5 - vel 60
19.583333333,58,0.446870748,0.46875,A#3 - vel 60
19.667687074,58,0.877097505,0.46875,A#3 - vel 60
19.945827664,65,0.366666666,0.46875,F4 - vel 60
19.945827664,62,0.366666666,0.46875,D4 - vel 60
20.186439909,58,0.781247165,0.46875,A#3 - vel 60
20.473945578,65,0.329160997,0.46875,F4 - vel 60
20.473945578,62,0.329160997,0.46875,D4 - vel 60
20.717687074,58,0.264603174,0.46875,A#3 - vel 60
20.776031746,79,0.072925170,0.46875,G5 - vel 60
20.848956916,77,0.088526077,0.46875,F5 - vel 60
20.927074829,76,0.083333333,0.46875,E5 - vel 60
20.967687074,59,0.682312925,0.46875,B3 - vel 60
21.000000000,43,1.333333333,0.46875,G2 - vel 60
21.005192743,77,0.109387755,0.46875,F5 - vel 60
21.098956916,80,0.546870748,0.46875,G#5 - vel 60
21.240612244,59,0.890634920,0.46875,B3 - vel 60
21.518730158,65,0.326054421,0.46875,F4 - vel 60
21.518730158,62,0.326054421,0.46875,D4 - vel 60
21.619773242,79,0.484376417,0.46875,G5 - vel 60
21.742698412,59,0.753129251,0.46875,B3 - vel 60
22.020816326,65,0.308344671,0.46875,F4 - vel 60
22.020816326,62,0.308344671,0.46875,D4 - vel 60
22.093741496,74,0.489591836,0.46875,D5 - vel 60
22.264580498,59,0.231247165,0.46875,B3 - vel 60
22.504149659,48,1.493764172,0.46875,C3 - vel 60
22.514580498,60,0.508321995,0.46875,C4 - vel 60
22.588526077,77,0.453129251,0.46875,F5 - vel 60
22.758321995,58,0.395827664,0.46875,A#3 - vel 60
23.020816326,76,0.489591836,0.46875,E5 - vel 60
23.028117913,60,0.326031746,0.46875,C4 - vel 60
23.028117913,67,0.326031746,0.46875,G4 - vel 60
23.045827664,64,0.454172335,0.46875,E4 - vel 60
23.260408163,58,0.371882086,0.46875,A#3 - vel 60
23.492698412,64,0.296870748,0.46875,E4 - vel 60
23.500000000,72,0.510408163,0.46875,C5 - vel 60
23.500000000,67,0.489569160,0.46875,G4 - vel 60
23.510408163,60,0.310408163,0.46875,C4 - vel 60
23.739569160,58,0.333333333,0.46875,A#3 - vel 60
23.980204081,69,0.985419501,0.46875,A4 - vel 60
24.009365079,42,1.355215419,0.46875,F#2 - vel 60
24.015623582,75,0.963537414,0.46875,D#5 - vel 60
24.015623582,63,0.285396825,0.46875,D#4 - vel 60
24.022902494,60,0.288548752,0.46875,C4 - vel 60
24.227074829,57,0.416666666,0.46875,A3 - vel 60
24.493741496,63,0.392698412,0.46875,D#4 - vel 60
24.502063492,60,0.345850340,0.46875,C4 - vel 60
24.737482993,57,0.338548752,0.46875,A3 - vel 60
24.953106575,74,0.786462585,0.46875,D5 - vel 60
24.961451247,70,0.571882086,0.46875,A#4 - vel 60
24.998956916,62,0.296870748,0.46875,D4 - vel 60
25.011451247,58,0.253129251,0.46875,A#3 - vel 60
25.020816326,43,0.525011337,0.46875,G2 - vel 60
25.226031746,55,0.412494331,0.46875,G3 - vel 60
25.518730158,67,0.725011337,0.46875,G4 - vel 60
25.524988662,63,0.780204081,0.46875,D#4 - vel 60
25.539569160,39,0.830204081,0.46875,D#2 - vel 60
25.541655328,67,0.748956916,0.46875,G4 - vel 60
25.723945578,72,0.250000000,0.492188,C5 - vel 63
25.963537414,75,0.265623582,0.5,D#5 - vel 64
